Route Name,Route Link,Bus Name,Bus Type,Departure Time,Duration,Arrival Time,Star Rating,Price,Seats Available
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),20:20,07h 10m,03:30,4.3,600.0,10.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Yatra Travels,NON A/C Seater / Sleeper (2+2),20:20,07h 10m,03:30,4.2,650.0,14.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,08h 00m,04:30,4.5,700.0,14.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Yatra Travels,A/C Seater / Sleeper (2+1),20:50,06h 40m,03:30,4.2,550.0,17.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Yatra Travels,A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,4.2,600.0,25.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:56,06h 04m,03:00,4.7,600.0,6.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,DESTINY TRAVELS,NON A/C Seater (2+1),18:30,07h 00m,01:30,1.7,494.0,5.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,GURUNANAK TRAVELS,NON A/C Seater (2+1),18:30,08h 30m,03:00,1.0,494.0,10.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,Yatra Travels,NON A/C Seater (2+1),20:40,06h 20m,03:00,2.7,494.0,16.0
North Lakhimpur to Nagaon (Assam) Bus,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,KIRAN TRAVELS,A/C Seater (2+1),21:20,07h 10m,04:30,2.9,494.0,11.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,RATNAGIRI TRANSPORT,Bharat Benz A/C Seater (2+1),14:10,06h 45m,20:55,4.3,500.0,22.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,Bharat Benz A/C Seater (2+1),21:00,07h 00m,04:00,4.2,500.0,25.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,RATNAGIRI TRANSPORT,Bharat Benz A/C Seater /Sleeper (2+1),21:31,06h 59m,04:30,4.2,500.0,29.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,Bharat Benz A/C Seater (2+1),14:00,06h 45m,20:45,3.8,494.0,28.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,NON A/C Seater (2+1),20:30,06h 45m,03:15,5.0,494.0,21.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,ZAMZAM TRAVELS,NON A/C Seater (2+1),20:15,07h 15m,03:30,4.0,494.0,19.0
Guwahati to Golaghat Bus,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,NON A/C Seater (2+1),20:30,06h 45m,03:15,3.9,494.0,19.0
Dibrugarh to Biswanath Charali Bus,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,09h 20m,05:00,3.4,600.0,27.0
